"TRAP_NUM","MO","WK","YR","CXT","CXQ","CXE","CXS","CXTH","AEV","AED","AET","PC","ANFRA","ANFRE","CSINOR","CSINC","All_Species","LON","LAT","DESERT","SLTMRSH","DKPND","RCRP","GRP","CIT","DAT","PST","FSH","TOTAL","T","TMAX","TOBS","DIST_TO_SEA","TransCXT","t_samps","SEASON"
"58","06","24","1994",542,0,136,0,0,0,6,0,0,0,0,0,0,684,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,5,399.285714285714,388.071428571429,0.297236066706164,6.29710931993394,33,"summer"
"59","06","24","1994",199,0,0,0,0,0,0,0,0,3,0,0,0,202,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,5,399.285714285714,388.071428571429,1.70082233939348,5.29831736654804,31,"summer"
"60","06","24","1994",1536,0,12,0,0,0,0,0,0,0,0,0,0,1548,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,5,399.285714285714,388.071428571429,0.469199250729246,7.3375877435386,33,"summer"
"61","06","24","1994",318,0,0,0,0,0,0,0,0,5,0,0,0,323,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,5,399.285714285714,388.071428571429,1.74389269247058,5.76519110278484,32,"summer"
"63","06","24","1994",82,0,0,0,0,0,2,0,0,2,0,0,0,86,-115.906832802226,33.4994605566741,156.46,0,0,0,0,0,0,0,0,156.46,5,399.285714285714,388.071428571429,0.661615010307184,4.4188406077966,32,"summer"
"64","06","24","1994",3,0,0,0,0,0,1,0,1,3,0,0,0,8,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,5,399.285714285714,388.071428571429,0.205637927458456,1.38629436111989,32,"summer"
"01","06","26","1994",334,54,4,0,0,0,0,0,12,0,0,0,0,404,-116.04378952608,33.441176284239,157.74,5.52,0,0,0,63.54,7.43,0,0,234.23,6,445.214285714286,428.857142857143,0.313407145733172,5.81413053182507,33,"summer"
"02","06","26","1994",196,65,0,0,0,0,0,0,3,0,0,0,0,264,-116.060868971143,33.4405785159516,90.28,0,0,0,45.66,162.41,13.96,0,0,312.31,6,445.214285714286,428.857142857143,1.7978317494482,5.28320372873799,31,"summer"
"03","06","26","1994",40,1,0,0,0,0,0,0,0,0,0,0,0,41,-116.073636480725,33.4407123380473,132.53,0,0,0,127.5,52.28,0,0,0,312.31,6,445.214285714286,428.857142857143,2.96949366365427,3.71357206670431,31,"summer"
"04","06","26","1994",32,5,0,0,0,7,0,0,2,0,0,0,0,46,-116.094160006286,33.4554894748286,93.56,0,0,17.8,97.96,98.08,1.25,0,3.66,312.31,6,445.214285714286,428.857142857143,2.97416238677357,3.49650756146648,32,"summer"
"05","06","26","1994",25,75,2,0,0,0,0,0,0,0,0,0,0,102,-116.060965598573,33.4554249351792,213.67,8.89,0,0,30.83,44.12,0,0,14.79,312.3,6,445.214285714286,428.857142857143,1.22005095918288,3.25809653802148,32,"summer"
"06","06","26","1994",240,22,0,0,0,0,0,0,2,1,0,0,0,265,-116.078663338594,33.4548699409948,95.68,0,0,35.65,84.55,66.99,29.44,0,0,312.31,6,445.214285714286,428.857142857143,2.0408775979276,5.48479693349065,32,"summer"
"07","06","26","1994",204,60,128,0,0,236,0,0,0,0,0,0,0,628,-116.077577562081,33.4697331979169,226.64,9.97,0,36.81,0,22.29,13.75,0,2.85,312.31,6,445.214285714286,428.857142857143,0.78718305436476,5.32300997913841,32,"summer"
"08","06","26","1994",202,22,0,0,0,28,0,0,8,0,0,0,0,260,-116.095024643104,33.4696827623563,135.47,0,0,55.93,18.49,75.28,24.29,0,2.85,312.31,6,445.214285714286,428.857142857143,2.29056693072234,5.31320597904179,32,"summer"
"09","06","26","1994",384,18,0,0,0,0,0,0,210,0,0,0,0,612,-116.112163888889,33.4805555555555,61.54,0,0,26.35,4.98,175.1,43.04,0,1.29,312.3,6,445.214285714286,428.857142857143,3.55688821293111,5.95324333428778,32,"summer"
"10","06","26","1994",172,22,0,0,0,0,0,0,118,0,0,0,0,312,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,6,445.214285714286,428.857142857143,2.18156928742819,5.15329159449778,32,"summer"
"11","06","26","1994",124,42,64,0,0,4,0,0,6,0,0,0,0,240,-116.080555555556,33.4805555555555,231.64,2.58,0,0,0,0,0,0,0,234.22,6,445.214285714286,428.857142857143,0.693216173230499,4.8283137373023,32,"summer"
"12","06","26","1994",60,60,0,0,0,28,0,0,588,0,0,0,0,736,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,6,445.214285714286,428.857142857143,3.79402752112479,4.11087386417331,31,"summer"
"13","06","26","1994",26,2,0,0,0,164,0,0,60,0,0,0,0,252,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,6,445.214285714286,428.857142857143,2.32977282904294,3.29583686600433,32,"summer"
"14","06","26","1994",74,5,1,0,0,0,0,0,11,0,0,0,0,91,-116.080555555556,33.4980166666667,234.53,0,0,0,0,0,0,0,0,234.53,6,445.214285714286,428.857142857143,1.02822440653711,4.31748811353631,31,"summer"
"15","06","26","1994",118,32,0,0,0,46,0,0,54,0,0,0,0,250,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,6,445.214285714286,428.857142857143,5.30202102681289,4.77912349311153,32,"summer"
"16","06","26","1994",200,72,0,0,0,4,0,0,12,0,0,0,0,288,-116.129820514715,33.4806120417832,99.2,0,0,89.81,1.4,97.7,24.2,0,0,312.31,6,445.214285714286,428.857142857143,5.18408139952859,5.30330490805908,31,"summer"
"17","06","26","1994",19,0,0,0,0,1,0,0,8,0,0,0,0,28,-116.080418214555,33.5132965785911,135.71,0,20.75,0,0,0,0,0,0,156.46,6,445.214285714286,428.857142857143,2.14133467524184,2.99573227355399,25,"summer"
"18","06","26","1994",20,1,0,0,0,13,0,0,3,0,0,0,0,37,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,6,445.214285714286,428.857142857143,2.94260927887526,3.04452243772342,31,"summer"
"19","06","26","1994",11,0,0,0,0,0,0,0,20,0,0,0,0,31,-116.112089183679,33.5103302976764,62.56,0,0,187.53,0,24.25,36.95,0.06,0.95,312.3,6,445.214285714286,428.857142857143,4.25669953936335,2.484906649788,31,"summer"
"20","06","26","1994",51,16,0,0,0,9,0,0,16,0,0,0,0,92,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,6,445.214285714286,428.857142857143,5.78742086248027,3.95124371858143,32,"summer"
"21","06","26","1994",98,7,0,0,0,0,0,0,1,0,0,0,0,106,-116.146933857515,33.510178547789,28.18,0,0,96.05,45.57,122.41,20.1,0,0,312.31,6,445.214285714286,428.857142857143,7.22175458040948,4.59511985013459,31,"summer"
"22","06","26","1994",30,3,0,0,0,0,0,0,13,0,0,0,0,46,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,6,445.214285714286,428.857142857143,7.89162688723154,3.43398720448515,31,"summer"
"23","06","26","1994",6,10,0,0,0,1,0,0,1,0,0,0,0,18,-116.147231399742,33.5397962736661,25.27,0,0,97.38,81.57,68.46,39.62,0,0,312.3,6,445.214285714286,428.857142857143,8.74270304100651,1.94591014905531,32,"summer"
"24","06","26","1994",68,88,0,0,0,0,0,0,14,0,0,0,0,170,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,6,445.214285714286,428.857142857143,9.78969900790393,4.23410650459726,32,"summer"
"25","06","26","1994",18,0,0,0,0,0,0,0,387,0,0,0,0,405,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,6,445.214285714286,428.857142857143,6.51519472632406,2.94443897916644,30,"summer"
"26","06","26","1994",44,72,0,0,0,0,0,0,112,0,0,0,0,228,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,6,445.214285714286,428.857142857143,7.50425013230634,3.80666248977032,31,"summer"
"27","06","26","1994",100,48,0,0,0,0,0,0,3,0,0,0,0,151,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,6,445.214285714286,428.857142857143,8.60788819899623,4.61512051684126,32,"summer"
"29","06","26","1994",312,138,0,0,0,0,0,0,0,0,0,0,0,450,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,6,445.214285714286,428.857142857143,7.58097998331013,5.74620319054015,31,"summer"
"30","06","26","1994",71,1,0,0,0,0,0,0,5,0,0,0,0,77,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,6,445.214285714286,428.857142857143,6.36486038239695,4.27666611901606,31,"summer"
"31","06","26","1994",15,0,0,0,0,0,0,0,5,0,0,0,0,20,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,6,445.214285714286,428.857142857143,5.29935814184353,2.77258872223978,31,"summer"
"32","06","26","1994",4,4,0,0,0,0,0,0,712,0,0,0,0,720,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,6,445.214285714286,428.857142857143,5.2041179515856,1.6094379124341,31,"summer"
"33","06","26","1994",23,0,3,0,0,0,0,0,9,0,0,0,0,35,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,6,445.214285714286,428.857142857143,3.99496687423725,3.17805383034795,32,"summer"
"34","06","26","1994",9,1,0,0,0,0,0,0,0,0,0,0,0,10,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,6,445.214285714286,428.857142857143,3.2765489148821,2.30258509299405,31,"summer"
"35","06","26","1994",8,0,0,0,0,0,0,0,1,0,0,0,0,9,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,6,445.214285714286,428.857142857143,4.36012479143756,2.19722457733622,31,"summer"
"36","06","26","1994",5,0,0,0,0,0,0,0,1,0,0,0,0,6,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,6,445.214285714286,428.857142857143,5.53530456753835,1.79175946922805,31,"summer"
"37","06","26","1994",23,4,0,0,0,0,0,0,1,0,0,0,0,28,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,6,445.214285714286,428.857142857143,6.53239504312798,3.17805383034795,31,"summer"
"38","06","26","1994",98,0,0,0,0,0,0,0,1,0,0,0,0,99,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,6,445.214285714286,428.857142857143,1.13081944046155,4.59511985013459,30,"summer"
"40","06","26","1994",25,6,0,0,0,0,0,0,0,0,0,0,0,31,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,6,445.214285714286,428.857142857143,4.0825604535955,3.25809653802148,33,"summer"
"41","06","26","1994",4,0,0,0,0,0,0,0,0,0,0,0,0,4,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,6,445.214285714286,428.857142857143,4.0389358628849,1.6094379124341,33,"summer"
"42","06","26","1994",58,104,0,0,0,2,0,0,0,0,0,0,0,164,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,6,445.214285714286,428.857142857143,2.50943371793967,4.07753744390572,33,"summer"
"43","06","26","1994",21,8,0,0,0,5,0,0,3,0,0,0,0,37,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,6,445.214285714286,428.857142857143,2.50327955990069,3.09104245335832,32,"summer"
"44","06","26","1994",164,0,0,0,0,0,0,0,0,0,0,0,0,164,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,6,445.214285714286,428.857142857143,2.49262124473054,5.10594547390058,31,"summer"
"45","06","26","1994",18,0,0,0,0,1,0,0,0,0,0,0,0,19,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,6,445.214285714286,428.857142857143,1.1466814470703,2.94443897916644,33,"summer"
"46","06","26","1994",236,4,0,0,0,0,0,0,2,0,0,0,0,242,-116.026279846006,33.5247198752064,218.96,0.97,0,51.17,3.34,37.86,0,0,0,312.3,6,445.214285714286,428.857142857143,0.810011403111502,5.46806014113513,33,"summer"
"47","06","26","1994",13,1,0,0,0,0,0,0,0,0,0,0,0,14,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,6,445.214285714286,428.857142857143,4.42771615250869,2.63905732961526,31,"summer"
"48","06","26","1994",41,0,0,0,0,0,0,0,0,0,0,0,0,41,-116.061193834649,33.5396264941129,273.63,0,14.41,6.13,0,1.08,0,0,17.07,312.32,6,445.214285714286,428.857142857143,3.25098804051951,3.73766961828337,32,"summer"
"49","06","26","1994",50,0,0,0,0,0,0,0,0,0,0,0,0,50,-116.060992816545,33.5250124901685,234.53,0,0,0,0,0,0,0,0,234.53,6,445.214285714286,428.857142857143,2.03900829168844,3.93182563272433,13,"summer"
"50","06","26","1994",4,21,0,0,0,0,0,0,0,0,0,0,0,25,-115.99124383934,33.5400013752816,141.14,0,0,17.06,84.16,29.2,31.93,8.82,0,312.31,6,445.214285714286,428.857142857143,2.15678641405984,1.6094379124341,33,"summer"
"51","06","26","1994",46,2,0,0,0,0,0,0,0,0,0,0,0,48,-115.973754579786,33.5400408169515,185.05,0,0,0,11.18,109.43,6.66,0,0,312.32,6,445.214285714286,428.857142857143,2.23678795945716,3.85014760171006,31,"summer"
"52","06","26","1994",34,0,0,0,0,0,2,0,0,0,0,0,0,36,-115.956553931498,33.5400037098608,247.3,0,0,0,4.53,60.48,0,0,0,312.31,6,445.214285714286,428.857142857143,2.01653138120104,3.55534806148941,31,"summer"
"53","06","26","1994",8,0,0,0,0,0,0,0,0,0,0,0,0,8,-115.939282858124,33.539761439135,312.31,0,0,0,0,0,0,0,0,312.31,6,445.214285714286,428.857142857143,2.28160697745816,2.19722457733622,33,"summer"
"54","06","26","1994",1304,0,0,0,0,0,0,0,0,8,0,0,0,1312,-115.93898249613,33.5197249343921,293.37,5.24,0,0,0,13.7,0,0,0,312.31,6,445.214285714286,428.857142857143,0.204176043937583,7.17395831975679,33,"summer"
"55","06","26","1994",55,18,10,0,0,0,0,0,0,3,0,0,0,86,-116.008540286761,33.5250917231086,188.72,0,0,6.78,60.64,14.08,42.09,0,0,312.31,6,445.214285714286,428.857142857143,0.9105704548599,4.02535169073515,33,"summer"
"56","06","26","1994",20,5,1,0,0,0,0,0,0,0,0,0,0,26,-115.991190301448,33.5249473197426,182.09,2.65,0,61.13,36.93,29.51,0,0,0,312.31,6,445.214285714286,428.857142857143,0.502501564498204,3.04452243772342,32,"summer"
"57","06","26","1994",122,0,0,0,0,0,3,0,0,1,0,0,0,126,-115.973831585829,33.5246211406785,163.39,11.56,0,6.26,43.25,87.86,0,0,0,312.32,6,445.214285714286,428.857142857143,0.529334853903522,4.81218435537242,33,"summer"
"58","06","26","1994",416,0,76,0,0,0,0,0,0,0,0,0,0,492,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,6,445.214285714286,428.857142857143,0.297236066706164,6.0330862217988,33,"summer"
"59","06","26","1994",10,0,0,0,0,0,1,0,0,0,0,0,0,11,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,6,445.214285714286,428.857142857143,1.70082233939348,2.39789527279837,31,"summer"
"60","06","26","1994",262,0,4,0,0,0,0,0,0,0,0,0,0,266,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,6,445.214285714286,428.857142857143,0.469199250729246,5.57215403217776,33,"summer"
"61","06","26","1994",19,0,0,0,0,0,0,0,0,1,0,0,0,20,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,6,445.214285714286,428.857142857143,1.74389269247058,2.99573227355399,32,"summer"
"62","06","26","1994",0,0,0,0,0,0,0,0,0,2,0,0,0,2,-115.885066182357,33.5034267983741,312.31,0,0,0,0,0,0,0,0,312.31,6,445.214285714286,428.857142857143,2.49783993914236,0,29,"summer"
"63","06","26","1994",8,0,0,0,0,0,0,0,0,1,0,0,0,9,-115.906832802226,33.4994605566741,156.46,0,0,0,0,0,0,0,0,156.46,6,445.214285714286,428.857142857143,0.661615010307184,2.19722457733622,32,"summer"
"64","06","26","1994",1,0,0,0,0,0,0,0,0,2,0,0,0,3,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,6,445.214285714286,428.857142857143,0.205637927458456,0.693147180559945,32,"summer"
"01","07","28","1994",12,0,1,0,0,0,0,0,0,0,0,0,0,13,-116.04378952608,33.441176284239,157.74,5.52,0,0,0,63.54,7.43,0,0,234.23,7,420.571428571429,408.285714285714,0.313407145733172,2.56494935746154,33,"summer"
"02","07","28","1994",53,56,0,0,0,1,0,0,7,0,0,0,0,117,-116.060868971143,33.4405785159516,90.28,0,0,0,45.66,162.41,13.96,0,0,312.31,7,420.571428571429,408.285714285714,1.7978317494482,3.98898404656427,31,"summer"
"03","07","28","1994",7,2,0,0,0,0,0,0,1,0,0,0,0,10,-116.073636480725,33.4407123380473,132.53,0,0,0,127.5,52.28,0,0,0,312.31,7,420.571428571429,408.285714285714,2.96949366365427,2.07944154167984,31,"summer"
"04","07","28","1994",4,0,0,0,0,4,0,0,0,0,0,0,0,8,-116.094160006286,33.4554894748286,93.56,0,0,17.8,97.96,98.08,1.25,0,3.66,312.31,7,420.571428571429,408.285714285714,2.97416238677357,1.6094379124341,32,"summer"
"05","07","28","1994",31,7,0,0,0,0,0,0,0,0,0,0,0,38,-116.060965598573,33.4554249351792,213.67,8.89,0,0,30.83,44.12,0,0,14.79,312.3,7,420.571428571429,408.285714285714,1.22005095918288,3.46573590279973,32,"summer"
"06","07","28","1994",35,0,0,0,0,6,0,0,10,0,0,0,0,51,-116.078663338594,33.4548699409948,95.68,0,0,35.65,84.55,66.99,29.44,0,0,312.31,7,420.571428571429,408.285714285714,2.0408775979276,3.58351893845611,32,"summer"
"07","07","28","1994",280,0,0,0,0,1552,0,0,14,0,0,0,0,1846,-116.077577562081,33.4697331979169,226.64,9.97,0,36.81,0,22.29,13.75,0,2.85,312.31,7,420.571428571429,408.285714285714,0.78718305436476,5.63835466933375,32,"summer"
"08","07","28","1994",60,6,0,0,0,173,0,0,7,0,0,0,0,246,-116.095024643104,33.4696827623563,135.47,0,0,55.93,18.49,75.28,24.29,0,2.85,312.31,7,420.571428571429,408.285714285714,2.29056693072234,4.11087386417331,32,"summer"
"09","07","28","1994",55,1,0,0,0,0,0,0,67,0,0,0,0,123,-116.112163888889,33.4805555555555,61.54,0,0,26.35,4.98,175.1,43.04,0,1.29,312.3,7,420.571428571429,408.285714285714,3.55688821293111,4.02535169073515,32,"summer"
"10","07","28","1994",103,0,0,0,0,3,0,0,39,0,0,0,0,145,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,7,420.571428571429,408.285714285714,2.18156928742819,4.64439089914137,32,"summer"
"11","07","28","1994",144,2,1,0,0,1,0,0,16,0,0,0,0,164,-116.080555555556,33.4805555555555,231.64,2.58,0,0,0,0,0,0,0,234.22,7,420.571428571429,408.285714285714,0.693216173230499,4.97673374242057,32,"summer"
"12","07","28","1994",5,6,0,0,0,0,0,0,42,0,0,0,0,53,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,7,420.571428571429,408.285714285714,3.79402752112479,1.79175946922805,31,"summer"
"13","07","28","1994",14,0,0,0,0,0,0,0,137,0,0,0,0,151,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,7,420.571428571429,408.285714285714,2.32977282904294,2.70805020110221,32,"summer"
"15","07","28","1994",1,0,0,0,0,3,0,0,22,0,0,0,0,26,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,7,420.571428571429,408.285714285714,5.30202102681289,0.693147180559945,32,"summer"
"17","07","28","1994",8,0,0,0,0,1,0,0,7,0,0,0,0,16,-116.080418214555,33.5132965785911,135.71,0,20.75,0,0,0,0,0,0,156.46,7,420.571428571429,408.285714285714,2.14133467524184,2.19722457733622,25,"summer"
"18","07","28","1994",20,0,0,0,0,0,0,0,53,0,0,0,0,73,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,7,420.571428571429,408.285714285714,2.94260927887526,3.04452243772342,31,"summer"
"19","07","28","1994",17,0,0,0,0,0,0,0,105,0,0,0,0,122,-116.112089183679,33.5103302976764,62.56,0,0,187.53,0,24.25,36.95,0.06,0.95,312.3,7,420.571428571429,408.285714285714,4.25669953936335,2.89037175789616,31,"summer"
"20","07","28","1994",7,5,0,0,0,64,0,0,231,0,0,0,0,307,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,7,420.571428571429,408.285714285714,5.78742086248027,2.07944154167984,32,"summer"
"21","07","28","1994",2,0,0,0,0,0,0,0,4,0,0,0,0,6,-116.146933857515,33.510178547789,28.18,0,0,96.05,45.57,122.41,20.1,0,0,312.31,7,420.571428571429,408.285714285714,7.22175458040948,1.09861228866811,31,"summer"
"22","07","28","1994",0,0,0,0,0,0,0,0,13,0,0,0,0,13,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,7,420.571428571429,408.285714285714,7.89162688723154,0,31,"summer"
"23","07","28","1994",8,7,0,0,0,0,0,0,1,0,0,0,0,16,-116.147231399742,33.5397962736661,25.27,0,0,97.38,81.57,68.46,39.62,0,0,312.3,7,420.571428571429,408.285714285714,8.74270304100651,2.19722457733622,32,"summer"
"24","07","28","1994",23,1,0,0,0,0,0,0,28,0,0,0,0,52,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,7,420.571428571429,408.285714285714,9.78969900790393,3.17805383034795,32,"summer"
"25","07","28","1994",2,0,0,0,0,0,0,0,189,0,0,0,0,191,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,7,420.571428571429,408.285714285714,6.51519472632406,1.09861228866811,30,"summer"
"26","07","28","1994",47,12,0,0,0,0,0,0,32,0,0,0,0,91,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,7,420.571428571429,408.285714285714,7.50425013230634,3.87120101090789,31,"summer"
"27","07","28","1994",126,56,0,0,0,0,0,0,12,0,0,0,0,194,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,7,420.571428571429,408.285714285714,8.60788819899623,4.84418708645859,32,"summer"
"29","07","28","1994",75,0,0,0,0,0,0,0,0,1,0,0,0,76,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,7,420.571428571429,408.285714285714,7.58097998331013,4.33073334028633,31,"summer"
"30","07","28","1994",8,1,0,0,0,0,0,0,0,0,0,0,0,9,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,7,420.571428571429,408.285714285714,6.36486038239695,2.19722457733622,31,"summer"
"31","07","28","1994",1,0,0,0,0,0,0,0,1,0,0,0,0,2,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,7,420.571428571429,408.285714285714,5.29935814184353,0.693147180559945,31,"summer"
"32","07","28","1994",2,3,0,0,0,0,0,0,175,0,0,0,0,180,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,7,420.571428571429,408.285714285714,5.2041179515856,1.09861228866811,31,"summer"
"33","07","28","1994",6,1,0,0,0,0,0,0,14,0,0,0,0,21,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,7,420.571428571429,408.285714285714,3.99496687423725,1.94591014905531,32,"summer"
"34","07","28","1994",2,0,0,0,0,0,0,0,0,0,0,0,0,2,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,7,420.571428571429,408.285714285714,3.2765489148821,1.09861228866811,31,"summer"
"35","07","28","1994",3,0,0,0,0,0,0,0,0,0,0,0,0,3,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,7,420.571428571429,408.285714285714,4.36012479143756,1.38629436111989,31,"summer"
"36","07","28","1994",2,2,0,0,0,0,0,0,0,0,0,0,0,4,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,7,420.571428571429,408.285714285714,5.53530456753835,1.09861228866811,31,"summer"
"37","07","28","1994",23,2,0,0,0,0,0,0,2,0,0,0,0,27,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,7,420.571428571429,408.285714285714,6.53239504312798,3.17805383034795,31,"summer"
"38","07","28","1994",1,0,0,0,0,0,0,0,3,0,0,0,0,4,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,7,420.571428571429,408.285714285714,1.13081944046155,0.693147180559945,30,"summer"
"39","07","28","1994",8,1,0,0,0,0,0,0,0,0,0,0,0,9,-116.043979353491,33.554226492057,53.2,0,0,10.21,52.45,195.54,0.9,0,0,312.3,7,420.571428571429,408.285714285714,4.12150685633819,2.19722457733622,31,"summer"
"40","07","28","1994",2,1,0,0,0,0,0,0,2,0,0,0,0,5,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,7,420.571428571429,408.285714285714,4.0825604535955,1.09861228866811,33,"summer"
"41","07","28","1994",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,7,420.571428571429,408.285714285714,4.0389358628849,0,33,"summer"
"42","07","28","1994",3,4,0,0,0,0,0,0,3,0,0,0,0,10,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,7,420.571428571429,408.285714285714,2.50943371793967,1.38629436111989,33,"summer"
"43","07","28","1994",12,3,0,0,0,0,0,0,1,0,0,0,0,16,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,7,420.571428571429,408.285714285714,2.50327955990069,2.56494935746154,32,"summer"
"44","07","28","1994",29,6,0,0,0,2,0,0,7,0,0,0,0,44,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,7,420.571428571429,408.285714285714,2.49262124473054,3.40119738166216,31,"summer"
"45","07","28","1994",99,0,0,0,0,1,0,0,28,0,0,0,0,128,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,7,420.571428571429,408.285714285714,1.1466814470703,4.60517018598809,33,"summer"
"46","07","28","1994",137,0,0,0,0,0,0,0,2,5,0,0,0,144,-116.026279846006,33.5247198752064,218.96,0.97,0,51.17,3.34,37.86,0,0,0,312.3,7,420.571428571429,408.285714285714,0.810011403111502,4.92725368515721,33,"summer"
"47","07","28","1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,7,420.571428571429,408.285714285714,4.42771615250869,0,31,"summer"
